# Closure addresses of the returns under `output/`.
# One row per driver. `closure` is taken over the driver source, every source file of the
# crate it lives in, and that crate's manifest — so it moves if anything that could change
# what the driver returns moves. `CLAUDE.md` §0 lesson 1's second half.
# `producer` is `ORPHAN` when no driver in the tree bears the directory's name: that is a
# return the tree cannot reproduce, and it is reported rather than skipped.
driver	producer	closure	sources
the_rest_is_cultivated	ORPHAN	-	0
the_retained_causal_boundary_carries_the_long_horizon_inquiry	soma/life/examples/the_retained_causal_boundary_carries_the_long_horizon_inquiry.rs	6d9baea0bc699ef39657b9cb13529b2593058ad8d716155638757f3ec27bb089	186
the_returned_arbitrary_organ_consequence_cultivates_the_same_athena_continuation	ORPHAN	-	0
the_returned_constraints_found_dynamic_local_morphology	soma/life/examples/the_returned_constraints_found_dynamic_local_morphology.rs	0f4c21ea625dc419faabddfa65d50e0da6e14ed0ca30b491969c579bb8beddf2	183
the_returned_defect_founds_a_derived_local_factor_cover	crates/holonic-engine/examples/the_returned_defect_founds_a_derived_local_factor_cover.rs	469c2a80f6454ddf658aaa6023dbe85fb52c3712e65d036775608cfe8185d397	215
the_returned_exchange_boundary_founds_one_compact_native_factor_cover_h2n	ORPHAN	-	0
the_returned_membrane_action_cultivates_one_source_detached_athena_rest_mem4	soma/life/examples/the_returned_membrane_action_cultivates_one_source_detached_athena_rest_mem4.rs	c2d613b6d6511679a5c204e063e3abcbe18682a1c3dcb478fbd46887051ad002	180
the_returned_native_mathematical_world_cultivates_the_laboratory_hexis	soma/life/examples/the_returned_native_mathematical_world_cultivates_the_laboratory_hexis.rs	2fa3739dd339e5714f43c08335458c0855976027b26ff5cb66955840c0a071a1	184
the_rich_intake_returns_one_codec_neutral_operation_world_tube	soma/life/examples/the_rich_intake_returns_one_codec_neutral_operation_world_tube.rs	080fb5b6304dc5aa53a57cad9934f9de9d791336a2dcd8aa67c501224ca9bf4e	183
the_rich_mathematical_inquiry_returns_the_i5_baseline_boundary	soma/life/examples/the_rich_mathematical_inquiry_returns_the_i5_baseline_boundary.rs	cedef908529fe2d38f4ab86d01f25b67e9ca6b4fa6f2846d5bb116b90d203725	183
the_saddles_sit_right_of_the_mirror	crates/holonic-engine/examples/the_saddles_sit_right_of_the_mirror.rs	a1ff310e6092c96afa8e26ff4b578e3e95e990246ddf39703aae9b6b050ba40b	215
the_scalar_path_returns_its_pressure_and_utility	ORPHAN	-	0
the_seam_bearing_athena_returns_unchanged_mem6_boundary	soma/life/examples/the_seam_bearing_athena_returns_unchanged_mem6_boundary.rs	9135e5869ece2ee05b8062400f5c9497a4b4023a0d1cbacc99e7e91ae281b7be	180
the_second_emission_returns_its_out_of_section_receipt	ORPHAN	-	0
the_second_emitted_frontier_grows_the_parametron_coefficient_lattice	ORPHAN	-	0
the_second_successor_receiver_and_support_faces_glue_the_twelve_node_parametron	ORPHAN	-	0
the_section_census_walks_the_realizer_variety	crates/holonic-engine/examples/the_section_census_walks_the_realizer_variety.rs	d1fa58b8bc1a521f8fdaff2905906a8879e6709e5e490e53510ed75858e29d58	215
the_sections_are_solved_and_the_family_rank_is_certified	crates/holonic-engine/examples/the_sections_are_solved_and_the_family_rank_is_certified.rs	db718412d393f750c586e248c9da0e52ccc9c84feab6df2efad88bc39e0fdf04	215
the_shadow_side_is_a_pure_drain	crates/holonic-engine/examples/the_shadow_side_is_a_pure_drain.rs	7a141e3264d4b7c37faeb46a64cca3940cbe28355149ef599d707bddd5de8c0f	215
the_sibling_continuations_return_their_defect_complex	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_interrupted_leafwise_contact_2026-08-22	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_pre_architecture_cooling_2026-08-22	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_pre_cooling_dyadic_removed_2026-08-22	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_refused_dyadic_source_binding_2026-08-22	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_refused_final_slot_colocation_2026-08-22	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_refused_midpoint_erased_dyadic_fibre_2026-08-22	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_refused_plural_pool_2026-08-22	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_refused_residency_growth_2026-08-22	ORPHAN	-	0
the_sibling_continuations_return_their_defect_complex_refused_terminal_source_binding_2026-08-22	ORPHAN	-	0
the_situated_difference_returns_through_perspective_charts_l0	ORPHAN	-	0
the_soulkiller_admits_the_reachable_section_k2	ORPHAN	-	0
the_soulkiller_returns_mutually_coupled_native_parametron_spools_k2	ORPHAN	-	0
the_soulkiller_returns_mutually_coupled_native_parametron_spools_k2_pre_neutral_testimony_language	ORPHAN	-	0
the_soulkiller_returns_mutually_coupled_native_parametron_spools_k2_refused_unstaged_mutual_withdrawal	ORPHAN	-	0
the_soulkiller_returns_native_parametron_spools_k2	ORPHAN	-	0
the_soulkiller_returns_native_parametron_spools_k2_pre_alias_free_schema	ORPHAN	-	0
the_soulkiller_returns_native_parametron_spools_k2_refused_signed_square_aperture	ORPHAN	-	0
the_source_is_admitted_whole	ORPHAN	-	0
the_source_is_dissected	ORPHAN	-	0
the_successor_receiver_and_support_faces_glue_the_eight_node_parametron	ORPHAN	-	0
the_synchronized_sensory_world_tube_cultivates_one_athena_body_sens2	soma/life/examples/the_synchronized_sensory_world_tube_cultivates_one_athena_body_sens2.rs	d4e6d37f595f21dd5aa8d73d11d92819af2e63209035b361c1d6dddb857af1c1	180
the_three_resident_fronts_return_one_affine_athena_continuation_l5	ORPHAN	-	0
the_tide_is_exact_and_the_eddy_is_the_count_minus_the_tide	crates/relational-geometry/examples/the_tide_is_exact_and_the_eddy_is_the_count_minus_the_tide.rs	fd16c5f2fc23f1c5e865596f48a6839a46e8de6e64943a1bdd2f2876b514e7fd	12
the_total_descent_route_cultivates_the_first_athena_variant	soma/life/examples/the_total_descent_route_cultivates_the_first_athena_variant.rs	f2ea64a5eb28f18a9cffd6f815f8cb1600bc8eae0b6ae9078661d3401af7f10c	187
the_total_descent_route_cultivates_the_first_athena_variant_case_development	ORPHAN	-	0
the_total_descent_route_cultivates_the_first_athena_variant_case_v3_development	ORPHAN	-	0
the_total_descent_route_cultivates_the_first_athena_variant_case_v4_development	ORPHAN	-	0
the_total_descent_route_cultivates_the_first_athena_variant_exact_operation_state_return	ORPHAN	-	0
the_total_descent_route_cultivates_the_first_athena_variant_superseded_parser_2026-08-22	ORPHAN	-	0
the_tower_conducts	ORPHAN	-	0
the_tower_is_one_streamed_circulation	ORPHAN	-	0
the_twelve_node_parametron_certifies_naturality_in_coefficient_space	ORPHAN	-	0
the_twelve_node_parametron_rest_returns_athena_alpha	soma/life/examples/the_twelve_node_parametron_rest_returns_athena_alpha.rs	d5934828185ddb02a2ddaec2f030771095ac4e11eb90de602c19178247d85aae	180
the_vortices_repel_like_a_unitary_gas	crates/relational-geometry/examples/the_vortices_repel_like_a_unitary_gas.rs	705726ac1af11ad16c6eb25aae3386a06f38bbf089a7367b802705e3959459b7	12
the_weil_form_is_positive_on_the_primes_and_the_zeros_agree	crates/relational-geometry/examples/the_weil_form_is_positive_on_the_primes_and_the_zeros_agree.rs	ba6c7054cf0f07345fb65be9d7add0779c07664cdc6bd920b0952e76f2a4e72c	12
the_whole_foreign_map_crosses_into_native_rest	ORPHAN	-	0
the_world_tube_athena_returns_unchanged_mem6_boundary	ORPHAN	-	0
zzy-kernel-teeth-probe	ORPHAN	-	0
zzz-adversarial-probe	ORPHAN	-	0
