family	presentation	kind	owner	coefficient	incidence	lineage
baseline	0	sample_q	10:1:4	1500/1987531	6	11795852869117260413
baseline	0	sample_p	10:2:0	-9000/1987531	6	11795852869117260413
baseline	0	sample_p	10:2:1	-43200/1987531	6	11795852869117260413
baseline	0	sample_p	10:2:2	-207360/1987531	6	11795852869117260413
baseline	0	sample_p	10:2:3	-3125/3975062	6	11795852869117260413
baseline	0	sample_q	10:2:0	-1500/1987531	6	11795852869117260413
baseline	0	sample_q	10:2:1	1800/1987531	6	11795852869117260413
baseline	0	sample_q	10:2:2	8640/1987531	6	11795852869117260413
baseline	0	sample_q	10:2:3	41472/1987531	6	11795852869117260413
baseline	0	sample_q	10:2:4	625/3975062	6	11795852869117260413
baseline	0	sample_p	10:3:0	-1875/1987531	6	11795852869117260413
baseline	0	sample_p	10:3:1	-9000/1987531	6	11795852869117260413
baseline	0	sample_p	10:3:2	-43200/1987531	6	11795852869117260413
baseline	0	sample_p	10:3:3	-207360/1987531	6	11795852869117260413
baseline	0	sample_q	10:3:0	-625/3975062	6	11795852869117260413
baseline	0	sample_q	10:3:1	375/1987531	6	11795852869117260413
baseline	0	sample_q	10:3:2	1800/1987531	6	11795852869117260413
baseline	0	sample_q	10:3:3	8640/1987531	6	11795852869117260413
baseline	0	sample_q	10:3:4	41472/1987531	6	11795852869117260413
baseline	0	reduction_p	0	0	0	1
baseline	0	reduction_p	0	1	0	1
baseline	0	reduction_p	0	2	0	1
baseline	0	reduction_p	0	3	0	1
baseline	0	reduction_p	0	4	320	1
baseline	0	reduction_p	1	0	3125	1
baseline	0	reduction_p	2	0	0	1
baseline	0	reduction_p	2	1	2500	1
baseline	0	reduction_p	3	0	0	1
baseline	0	reduction_p	3	1	0	1
baseline	0	reduction_p	3	2	2000	1
baseline	0	reduction_q	0	0	0	1
baseline	0	reduction_q	0	1	0	1
baseline	0	reduction_q	0	2	0	1
baseline	0	reduction_q	0	3	320	1
baseline	0	reduction_q	1	0	0	1
baseline	0	reduction_q	1	1	0	1
baseline	0	reduction_q	1	2	0	1
baseline	0	reduction_q	1	3	0	1
baseline	0	reduction_q	1	4	-64	1
baseline	0	reduction_q	2	0	-625	1
baseline	0	reduction_q	3	0	0	1
baseline	0	reduction_q	3	1	-500	1
baseline	0	reduction_q	4	0	0	1
baseline	0	reduction_q	4	1	0	1
baseline	0	reduction_q	4	2	-400	1
baseline	0	reduction_p	4	0	0	1
baseline	0	reduction_p	4	1	0	1
baseline	0	reduction_p	4	2	0	1
baseline	0	reduction_p	4	3	400	1
baseline	0	reduction_p	5	0	0	1
baseline	0	reduction_p	5	1	0	1
baseline	0	reduction_p	5	2	0	1
baseline	0	reduction_p	5	3	0	1
baseline	0	reduction_p	5	4	320	1
baseline	0	reduction_p	6	0	3125	1
baseline	0	reduction_p	7	0	0	1
baseline	0	reduction_p	7	1	2500	1
baseline	0	reduction_q	5	0	0	1
baseline	0	reduction_q	5	1	0	1
baseline	0	reduction_q	5	2	400	1
baseline	0	reduction_q	6	0	0	1
baseline	0	reduction_q	6	1	0	1
baseline	0	reduction_q	6	2	0	1
baseline	0	reduction_q	6	3	-80	1
baseline	0	reduction_q	7	0	0	1
baseline	0	reduction_q	7	1	0	1
baseline	0	reduction_q	7	2	0	1
baseline	0	reduction_q	7	3	0	1
baseline	0	reduction_q	7	4	-64	1
baseline	0	reduction_q	8	0	-625	1
baseline	0	reduction_q	9	0	0	1
baseline	0	reduction_q	9	1	-500	1
baseline	0	reduction_p	8	0	0	1
baseline	0	reduction_p	8	1	0	1
baseline	0	reduction_p	8	2	500	1
baseline	0	reduction_p	9	0	0	1
baseline	0	reduction_p	9	1	0	1
baseline	0	reduction_p	9	2	0	1
baseline	0	reduction_p	9	3	400	1
baseline	0	reduction_p	10	0	0	1
baseline	0	reduction_p	10	1	0	1
baseline	0	reduction_p	10	2	0	1
baseline	0	reduction_p	10	3	0	1
baseline	0	reduction_p	10	4	320	1
baseline	0	reduction_p	11	0	3125	1
baseline	0	reduction_q	10	0	0	1
baseline	0	reduction_q	10	1	500	1
baseline	0	reduction_q	11	0	0	1
baseline	0	reduction_q	11	1	0	1
baseline	0	reduction_q	11	2	-100	1
baseline	0	reduction_q	12	0	0	1
baseline	0	reduction_q	12	1	0	1
baseline	0	reduction_q	12	2	0	1
baseline	0	reduction_q	12	3	-80	1
baseline	0	reduction_q	13	0	0	1
baseline	0	reduction_q	13	1	0	1
baseline	0	reduction_q	13	2	0	1
baseline	0	reduction_q	13	3	0	1
baseline	0	reduction_q	13	4	-64	1
baseline	0	reduction_q	14	0	-625	1
baseline	0	reduction_p	12	0	0	1
baseline	0	reduction_p	12	1	625	1
baseline	0	reduction_p	13	0	0	1
baseline	0	reduction_p	13	1	0	1
baseline	0	reduction_p	13	2	500	1
baseline	0	reduction_p	14	0	0	1
baseline	0	reduction_p	14	1	0	1
baseline	0	reduction_p	14	2	0	1
baseline	0	reduction_p	14	3	400	1
baseline	0	reduction_p	15	0	0	1
baseline	0	reduction_p	15	1	0	1
baseline	0	reduction_p	15	2	0	1
baseline	0	reduction_p	15	3	0	1
baseline	0	reduction_p	15	4	320	1
baseline	0	reduction_q	15	0	625	1
baseline	0	reduction_q	16	0	0	1
baseline	0	reduction_q	16	1	-125	1
baseline	0	reduction_q	17	0	0	1
baseline	0	reduction_q	17	1	0	1
baseline	0	reduction_q	17	2	-100	1
baseline	0	reduction_q	18	0	0	1
baseline	0	reduction_q	18	1	0	1
baseline	0	reduction_q	18	2	0	1
baseline	0	reduction_q	18	3	-80	1
baseline	0	reduction_q	19	0	0	1
baseline	0	reduction_q	19	1	0	1
baseline	0	reduction_q	19	2	0	1
baseline	0	reduction_q	19	3	0	1
baseline	0	reduction_q	19	4	-64	1
baseline	0	connection	0	0	0	1
baseline	0	connection	0	1	0	1
baseline	0	connection	0	2	0	1
baseline	0	connection	0	3	0	1
baseline	0	connection	0	4	192	1
baseline	0	connection	1	0	625	1
baseline	0	connection	2	0	0	1
baseline	0	connection	2	1	-500	1
baseline	0	connection	3	0	0	1
baseline	0	connection	3	1	0	1
baseline	0	connection	3	2	-1200	1
baseline	0	connection	4	0	0	1
baseline	0	connection	4	1	0	1
baseline	0	connection	4	2	0	1
baseline	0	connection	4	3	240	1
baseline	0	connection	5	0	0	1
baseline	0	connection	5	1	0	1
baseline	0	connection	5	2	0	1
baseline	0	connection	5	3	0	1
baseline	0	connection	5	4	64	1
baseline	0	connection	6	0	-625	1
baseline	0	connection	7	0	0	1
baseline	0	connection	7	1	-1500	1
baseline	0	connection	8	0	0	1
baseline	0	connection	8	1	0	1
baseline	0	connection	8	2	300	1
baseline	0	connection	9	0	0	1
baseline	0	connection	9	1	0	1
baseline	0	connection	9	2	0	1
baseline	0	connection	9	3	80	1
baseline	0	connection	10	0	0	1
baseline	0	connection	10	1	0	1
baseline	0	connection	10	2	0	1
baseline	0	connection	10	3	0	1
baseline	0	connection	10	4	-64	1
baseline	0	connection	11	0	-1875	1
baseline	0	connection	12	0	0	1
baseline	0	connection	12	1	375	1
baseline	0	connection	13	0	0	1
baseline	0	connection	13	1	0	1
baseline	0	connection	13	2	100	1
baseline	0	connection	14	0	0	1
baseline	0	connection	14	1	0	1
baseline	0	connection	14	2	0	1
baseline	0	connection	14	3	-80	1
baseline	0	connection	15	0	0	1
baseline	0	connection	15	1	0	1
baseline	0	connection	15	2	0	1
baseline	0	connection	15	3	0	1
baseline	0	connection	15	4	-192	1
baseline	0	scalar	0	0	0	1
baseline	0	scalar	0	1	-29601	1
baseline	0	scalar	1	0	0	1
baseline	0	scalar	1	1	0	1
baseline	0	scalar	1	2	-264000	1
baseline	0	scalar	2	0	0	1
baseline	0	scalar	2	1	0	1
baseline	0	scalar	2	2	0	1
baseline	0	scalar	2	3	-247680	1
baseline	0	scalar	3	0	0	1
baseline	0	scalar	3	1	0	1
baseline	0	scalar	3	2	0	1
baseline	0	scalar	3	3	0	1
baseline	0	scalar	3	4	-61440	1
baseline	0	scalar	4	0	50000	1
baseline	0	scalar	4	1	0	1
baseline	0	scalar	4	2	0	1
baseline	0	scalar	4	3	0	1
baseline	0	scalar	4	4	0	1
baseline	0	scalar	4	5	-4096	1
baseline	0	indicial	finite:0	0	exact	11795852869117260668
baseline	0	indicial	infinity:0	29601	exact	11795852869117260668
baseline	0	indicial	finite:1	0	exact	11795852869117260668
baseline	0	indicial	infinity:1	114624	exact	11795852869117260668
baseline	0	indicial	finite:2	2	exact	11795852869117260668
baseline	0	indicial	infinity:2	108416	exact	11795852869117260668
baseline	0	indicial	finite:3	-3	exact	11795852869117260668
baseline	0	indicial	infinity:3	36864	exact	11795852869117260668
baseline	0	indicial	finite:4	1	exact	11795852869117260668
baseline	0	indicial	infinity:4	4096	exact	11795852869117260668
baseline	0	series	0:0	1/1	local	11795852869117260604
baseline	0	series	0:1	0/1	local	11795852869117260604
baseline	0	series	0:2	0/1	local	11795852869117260604
baseline	0	series	0:3	0/1	local	11795852869117260604
baseline	0	series	0:4	0/1	local	11795852869117260604
baseline	0	series	0:5	9867/2000000	local	11795852869117260604
baseline	0	series	0:6	0/1	local	11795852869117260604
baseline	0	series	0:7	0/1	local	11795852869117260604
baseline	0	series	0:8	0/1	local	11795852869117260604
baseline	0	series	0:9	0/1	local	11795852869117260604
baseline	0	series	0:10	1641543189/8000000000000	local	11795852869117260604
baseline	0	series	1:0	0/1	local	11795852869117260604
baseline	0	series	1:1	1/1	local	11795852869117260604
baseline	0	series	1:2	0/1	local	11795852869117260604
baseline	0	series	1:3	0/1	local	11795852869117260604
baseline	0	series	1:4	0/1	local	11795852869117260604
baseline	0	series	1:5	0/1	local	11795852869117260604
baseline	0	series	1:6	97867/6000000	local	11795852869117260604
baseline	0	series	1:7	0/1	local	11795852869117260604
baseline	0	series	1:8	0/1	local	11795852869117260604
baseline	0	series	1:9	0/1	local	11795852869117260604
baseline	0	series	1:10	0/1	local	11795852869117260604
baseline	0	series	2:0	0/1	local	11795852869117260604
baseline	0	series	2:1	0/1	local	11795852869117260604
baseline	0	series	2:2	1/1	local	11795852869117260604
baseline	0	series	2:3	0/1	local	11795852869117260604
baseline	0	series	2:4	0/1	local	11795852869117260604
baseline	0	series	2:5	0/1	local	11795852869117260604
baseline	0	series	2:6	0/1	local	11795852869117260604
baseline	0	series	2:7	50141/2000000	local	11795852869117260604
baseline	0	series	2:8	0/1	local	11795852869117260604
baseline	0	series	2:9	0/1	local	11795852869117260604
baseline	0	series	2:10	0/1	local	11795852869117260604
baseline	0	series	3:0	0/1	local	11795852869117260604
baseline	0	series	3:1	0/1	local	11795852869117260604
baseline	0	series	3:2	0/1	local	11795852869117260604
baseline	0	series	3:3	1/1	local	11795852869117260604
baseline	0	series	3:4	0/1	local	11795852869117260604
baseline	0	series	3:5	0/1	local	11795852869117260604
baseline	0	series	3:6	0/1	local	11795852869117260604
baseline	0	series	3:7	0/1	local	11795852869117260604
baseline	0	series	3:8	892107/28000000	local	11795852869117260604
baseline	0	series	3:9	0/1	local	11795852869117260604
baseline	0	series	3:10	0/1	local	11795852869117260604
baseline	0	residue	0:0:0	-3/40	4a5=1	11795852869117260732
baseline	0	residue	0:0:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:0:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:0:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:0:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:1:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:1:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:1:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:1:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:1:4	-1/10	4a5=1	11795852869117260732
baseline	0	residue	0:2:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:2:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:2:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:2:3	1/10	4a5=1	11795852869117260732
baseline	0	residue	0:2:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:3:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:3:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:3:2	3/10	4a5=1	11795852869117260732
baseline	0	residue	0:3:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	0:3:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:0:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:0:1	-3/40	4a5=1	11795852869117260732
baseline	0	residue	1:0:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:0:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:0:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:1:0	-1/40	4a5=1	11795852869117260732
baseline	0	residue	1:1:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:1:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:1:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:1:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:2:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:2:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:2:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:2:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:2:4	1/10	4a5=1	11795852869117260732
baseline	0	residue	1:3:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:3:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:3:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	1:3:3	3/10	4a5=1	11795852869117260732
baseline	0	residue	1:3:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:0:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:0:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:0:2	-3/40	4a5=1	11795852869117260732
baseline	0	residue	2:0:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:0:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:1:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:1:1	-1/40	4a5=1	11795852869117260732
baseline	0	residue	2:1:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:1:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:1:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:2:0	1/40	4a5=1	11795852869117260732
baseline	0	residue	2:2:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:2:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:2:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:2:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:3:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:3:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:3:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:3:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	2:3:4	3/10	4a5=1	11795852869117260732
baseline	0	residue	3:0:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:0:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:0:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:0:3	-3/40	4a5=1	11795852869117260732
baseline	0	residue	3:0:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:1:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:1:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:1:2	-1/40	4a5=1	11795852869117260732
baseline	0	residue	3:1:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:1:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:2:0	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:2:1	1/40	4a5=1	11795852869117260732
baseline	0	residue	3:2:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:2:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:2:4	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:3:0	3/40	4a5=1	11795852869117260732
baseline	0	residue	3:3:1	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:3:2	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:3:3	0/1	4a5=1	11795852869117260732
baseline	0	residue	3:3:4	0/1	4a5=1	11795852869117260732
baseline	0	local_module	0	generic_cotangent_rank:1,singular_cotangent_rank:2,hessian_unit:1	syzygy:1	11795852869117260221
baseline	1	term	0	1	0,0,2	11795852869117260157
baseline	1	term	1	-1	0,5,0	11795852869117260157
baseline	1	term	2	-5	0,4,0	11795852869117260157
baseline	1	term	3	-10	0,3,0	11795852869117260157
baseline	1	term	4	-10	0,2,0	11795852869117260157
baseline	1	term	5	1	1,1,0	11795852869117260157
baseline	1	term	6	-5	0,1,0	11795852869117260157
baseline	1	term	7	1	1,0,0	11795852869117260157
baseline	1	term	8	-2	0,0,0	11795852869117260157
baseline	1	partial	0:0	1	0,1,0	11795852869117260157
baseline	1	partial	0:1	1	0,0,0	11795852869117260157
baseline	1	partial	1:0	-5	0,4,0	11795852869117260158
baseline	1	partial	1:1	-20	0,3,0	11795852869117260158
baseline	1	partial	1:2	-30	0,2,0	11795852869117260158
baseline	1	partial	1:3	-20	0,1,0	11795852869117260158
baseline	1	partial	1:4	1	1,0,0	11795852869117260158
baseline	1	partial	1:5	-5	0,0,0	11795852869117260158
baseline	1	partial	2:0	2	0,0,1	11795852869117260159
baseline	1	ideal_basis	0	1	0,0,1	11795852869117260222
baseline	1	ideal_basis	1	1	1,0,0	11795852869117260222
baseline	1	ideal_basis	1	-5	0,0,0	11795852869117260222
baseline	1	ideal_basis	1	-20	0,1,0	11795852869117260222
baseline	1	ideal_basis	1	-30	0,2,0	11795852869117260222
baseline	1	ideal_basis	1	-20	0,3,0	11795852869117260222
baseline	1	ideal_basis	1	-5	0,4,0	11795852869117260222
baseline	1	ideal_basis	2	4	0,0,0	11795852869117260222
baseline	1	ideal_basis	2	20	0,1,0	11795852869117260222
baseline	1	ideal_basis	2	40	0,2,0	11795852869117260222
baseline	1	ideal_basis	2	40	0,3,0	11795852869117260222
baseline	1	ideal_basis	2	20	0,4,0	11795852869117260222
baseline	1	ideal_basis	2	4	0,5,0	11795852869117260222
baseline	1	ideal_basis	2	-1	0,0,0	11795852869117260222
baseline	1	reduction	0	2	0,1,0	11795852869117260230
baseline	1	reduction	1	1	1,2,1	11795852869117260231
baseline	1	reduction	2	1	2,0,2	11795852869117260232
baseline	1	reduction	3	1	0,1,3	11795852869117260233
baseline	1	reduction	4	1	1,2,4	11795852869117260234
baseline	1	reduction	5	1	2,0,5	11795852869117260235
baseline	1	resultant	0	0	3125	1
baseline	1	resultant	0	1	0	1
baseline	1	resultant	0	2	0	1
baseline	1	resultant	0	3	0	1
baseline	1	resultant	0	4	0	1
baseline	1	resultant	0	5	-256	1
baseline	1	resultant_sample	0	265269	1	11795852869117260222
baseline	1	resultant_sample	1	65333	1	11795852869117260222
baseline	1	resultant_sample	2	11317	1	11795852869117260222
baseline	1	resultant_sample	3	3381	1	11795852869117260222
baseline	1	resultant_sample	4	3125	1	11795852869117260222
baseline	1	resultant_sample	5	2869	1	11795852869117260222
baseline	1	resultant_sample	6	-5067	1	11795852869117260222
baseline	1	resultant_sample	7	-59083	1	11795852869117260222
baseline	1	resultant_sample	8	-259019	1	11795852869117260222
baseline	1	bezout_f	0	0	3125	1
baseline	1	bezout_f	0	1	2500	1
baseline	1	bezout_f	0	2	2000	1
baseline	1	bezout_f	0	3	1600	1
baseline	1	bezout_f	1	0	0	1
baseline	1	bezout_f	1	1	2500	1
baseline	1	bezout_f	1	2	4000	1
baseline	1	bezout_f	1	3	4800	1
baseline	1	bezout_f	2	0	0	1
baseline	1	bezout_f	2	1	0	1
baseline	1	bezout_f	2	2	2000	1
baseline	1	bezout_f	2	3	4800	1
baseline	1	bezout_f	3	0	0	1
baseline	1	bezout_f	3	1	0	1
baseline	1	bezout_f	3	2	0	1
baseline	1	bezout_f	3	3	1600	1
baseline	1	bezout_fx	0	0	-625	1
baseline	1	bezout_fx	0	1	-500	1
baseline	1	bezout_fx	0	2	-400	1
baseline	1	bezout_fx	0	3	-320	1
baseline	1	bezout_fx	0	4	256	1
baseline	1	bezout_fx	1	0	-625	1
baseline	1	bezout_fx	1	1	-1000	1
baseline	1	bezout_fx	1	2	-1200	1
baseline	1	bezout_fx	1	3	-1280	1
baseline	1	bezout_fx	2	0	0	1
baseline	1	bezout_fx	2	1	-500	1
baseline	1	bezout_fx	2	2	-1200	1
baseline	1	bezout_fx	2	3	-1920	1
baseline	1	bezout_fx	3	0	0	1
baseline	1	bezout_fx	3	1	0	1
baseline	1	bezout_fx	3	2	-400	1
baseline	1	bezout_fx	3	3	-1280	1
baseline	1	bezout_fx	4	0	0	1
baseline	1	bezout_fx	4	1	0	1
baseline	1	bezout_fx	4	2	0	1
baseline	1	bezout_fx	4	3	-320	1
baseline	1	sample_p	0:0:0	107045/530538	-4	11795852869117260349
baseline	1	sample_p	0:0:1	26375/176846	-4	11795852869117260349
baseline	1	sample_p	0:0:2	43000/265269	-4	11795852869117260349
baseline	1	sample_p	0:0:3	16000/265269	-4	11795852869117260349
baseline	1	sample_q	0:0:0	-13963/176846	-4	11795852869117260349
baseline	1	sample_q	0:0:1	-18617/265269	-4	11795852869117260349
baseline	1	sample_q	0:0:2	-33025/530538	-4	11795852869117260349
baseline	1	sample_q	0:0:3	-11800/265269	-4	11795852869117260349
baseline	1	sample_q	0:0:4	-3200/265269	-4	11795852869117260349
baseline	1	sample_p	0:1:0	-9600/88423	-4	11795852869117260350
baseline	1	sample_p	0:1:1	-6985/176846	-4	11795852869117260350
baseline	1	sample_p	0:1:2	-37625/176846	-4	11795852869117260350
baseline	1	sample_p	0:1:3	-7000/88423	-4	11795852869117260350
baseline	1	sample_q	0:1:0	6400/88423	-4	11795852869117260350
baseline	1	sample_q	0:1:1	5237/176846	-4	11795852869117260350
baseline	1	sample_q	0:1:2	4461/88423	-4	11795852869117260350
baseline	1	sample_q	0:1:3	10325/176846	-4	11795852869117260350
baseline	1	sample_q	0:1:4	1400/88423	-4	11795852869117260350
baseline	1	sample_p	0:2:0	12600/88423	-4	11795852869117260351
baseline	1	sample_p	0:2:1	18400/88423	-4	11795852869117260351
baseline	1	sample_p	0:2:2	77015/176846	-4	11795852869117260351
baseline	1	sample_p	0:2:3	18375/176846	-4	11795852869117260351
baseline	1	sample_q	0:2:0	-8400/88423	-4	11795852869117260351
baseline	1	sample_q	0:2:1	-6200/88423	-4	11795852869117260351
baseline	1	sample_q	0:2:2	-22763/176846	-4	11795852869117260351
baseline	1	sample_q	0:2:3	-9539/88423	-4	11795852869117260351
baseline	1	sample_q	0:2:4	-3675/176846	-4	11795852869117260351
baseline	1	sample_p	0:3:0	-33075/176846	-4	11795852869117260352
