path	lines	DOCS_R0_inbound_sources	classification	current_guide_or_consumer_owner	immutable_revision_coordinate	audit_evidence_and_required_citation_action
archive/implementations/2026-09-13-fitted-wave-adapter/normal_applied_relation.cuh.snapshot	82	0	unique experiment fixture	research/records/2026-09-13_CONDITIONED_PREDICTION_AND_DYNAMIC_INTERIOR_RETURN.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md; docs/plans/THE_EXACT_DEVICE_LAW_IS_CONSTRUCTED.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/implementations/2026-09-13-fitted-wave-adapter/normal_applied_relation.cuh.snapshot	README identifies a withdrawn caller-configured wave path; adapter.patch is the removed delta against b823d5e8 and two snapshots retain an unused helper pair. Record preserves measured attempt files separately. Keep source fixtures recoverable by 0e860129d1c8cece4295efa0c2695a003e87d0ee:<path>; update any citation before fold.
archive/implementations/2026-09-13-fitted-wave-adapter/surface_normal_relation.rs.snapshot	48	0	unique experiment fixture	research/records/2026-09-13_CONDITIONED_PREDICTION_AND_DYNAMIC_INTERIOR_RETURN.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md; docs/plans/THE_EXACT_DEVICE_LAW_IS_CONSTRUCTED.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/implementations/2026-09-13-fitted-wave-adapter/surface_normal_relation.rs.snapshot	README identifies a withdrawn caller-configured wave path; adapter.patch is the removed delta against b823d5e8 and two snapshots retain an unused helper pair. Record preserves measured attempt files separately. Keep source fixtures recoverable by 0e860129d1c8cece4295efa0c2695a003e87d0ee:<path>; update any citation before fold.
archive/operations/2026-09-12_INFORMATION_ENGINE_BEFORE_FRONTIER_CONSOLIDATION.md	529	4	historical duplicate	docs/AGENT_PROTOCOL.md; docs/canon/THE_DOCUMENT_LAW.md; docs/DEVELOPMENT.md; research/README.md; research/experiments/README.md; applications/holonics-workbench/WORKBENCH.md; docs/canon/THE_INFORMATION_ENGINE.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/2026-09-12_INFORMATION_ENGINE_BEFORE_FRONTIER_CONSOLIDATION.md	Pre-consolidation operating/navigation snapshot; current named guide is governing and Sept 20 audit record explains the move. It is history, not another procedure. Replace direct consumer links with the current guide and immutable source coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/2026-09-12_INFORMATION_ENGINE_BEFORE_FRONTIER_CONSOLIDATION.md.
archive/operations/AGENT_PROTOCOL_BEFORE_PORTABLE_EVIDENCE.md	115	1	historical duplicate	docs/AGENT_PROTOCOL.md; docs/canon/THE_DOCUMENT_LAW.md; docs/DEVELOPMENT.md; research/README.md; research/experiments/README.md; applications/holonics-workbench/WORKBENCH.md; docs/canon/THE_INFORMATION_ENGINE.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/AGENT_PROTOCOL_BEFORE_PORTABLE_EVIDENCE.md	Pre-consolidation operating/navigation snapshot; current named guide is governing and Sept 20 audit record explains the move. It is history, not another procedure. Replace direct consumer links with the current guide and immutable source coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/AGENT_PROTOCOL_BEFORE_PORTABLE_EVIDENCE.md.
archive/operations/DOCUMENT_LAW_BEFORE_HNA_CONSOLIDATION.md	758	1	historical duplicate	docs/AGENT_PROTOCOL.md; docs/canon/THE_DOCUMENT_LAW.md; docs/DEVELOPMENT.md; research/README.md; research/experiments/README.md; applications/holonics-workbench/WORKBENCH.md; docs/canon/THE_INFORMATION_ENGINE.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/DOCUMENT_LAW_BEFORE_HNA_CONSOLIDATION.md	Pre-consolidation operating/navigation snapshot; current named guide is governing and Sept 20 audit record explains the move. It is history, not another procedure. Replace direct consumer links with the current guide and immutable source coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/DOCUMENT_LAW_BEFORE_HNA_CONSOLIDATION.md.
archive/operations/EXPERIMENT_READING_RULES_BEFORE_2026-09-20.md	54	1	unique measured receipt	research/experiments/README.md; research/records/2026-09-20_THE_OPERATING_GUIDES_CARRY_THE_MACHINE_AND_RESEARCH_INTO_THE_CONSUMER.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/EXPERIMENT_READING_RULES_BEFORE_2026-09-20.md	One current inbound from research/experiments/README.md. Snapshot reports a unique 179-instrument audit (19 duplicated mathematics, 15 floating) and one 84-vs-336 GQA erratum; the deposited-map record independently preserves the latter, but not the audit count. Add a one-line scoped summary to the Sept 20 operating-guides record with source coordinate 76234843410b4529eae038ff111392d69e6fbe4e:archive/operations/EXPERIMENT_READING_RULES_BEFORE_2026-09-20.md; then edit research/experiments/README.md to point to that record plus immutable source citation.
archive/operations/OPERATING_CONTRACT_BEFORE_HNA_CONSOLIDATION.md	890	0	historical duplicate	docs/AGENT_PROTOCOL.md; docs/canon/THE_DOCUMENT_LAW.md; docs/DEVELOPMENT.md; research/README.md; research/experiments/README.md; applications/holonics-workbench/WORKBENCH.md; docs/canon/THE_INFORMATION_ENGINE.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/OPERATING_CONTRACT_BEFORE_HNA_CONSOLIDATION.md	Pre-consolidation operating/navigation snapshot; current named guide is governing and Sept 20 audit record explains the move. It is history, not another procedure. Replace direct consumer links with the current guide and immutable source coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/OPERATING_CONTRACT_BEFORE_HNA_CONSOLIDATION.md.
archive/operations/RESEARCH_NAVIGATION_BEFORE_2026-09-20.md	355	1	historical duplicate	docs/AGENT_PROTOCOL.md; docs/canon/THE_DOCUMENT_LAW.md; docs/DEVELOPMENT.md; research/README.md; research/experiments/README.md; applications/holonics-workbench/WORKBENCH.md; docs/canon/THE_INFORMATION_ENGINE.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/RESEARCH_NAVIGATION_BEFORE_2026-09-20.md	Pre-consolidation operating/navigation snapshot; current named guide is governing and Sept 20 audit record explains the move. It is history, not another procedure. Replace direct consumer links with the current guide and immutable source coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/RESEARCH_NAVIGATION_BEFORE_2026-09-20.md.
archive/operations/WORKBENCH_BEFORE_HNA_CONSOLIDATION.md	131	1	historical duplicate	docs/AGENT_PROTOCOL.md; docs/canon/THE_DOCUMENT_LAW.md; docs/DEVELOPMENT.md; research/README.md; research/experiments/README.md; applications/holonics-workbench/WORKBENCH.md; docs/canon/THE_INFORMATION_ENGINE.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/WORKBENCH_BEFORE_HNA_CONSOLIDATION.md	Pre-consolidation operating/navigation snapshot; current named guide is governing and Sept 20 audit record explains the move. It is history, not another procedure. Replace direct consumer links with the current guide and immutable source coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/operations/WORKBENCH_BEFORE_HNA_CONSOLIDATION.md.
archive/tooling/CLAIM_INDEX_SNAPSHOT.md	1183	0	historical duplicate	docs/REPOSITORY.md; research/papers/source/mathematics/README.md; current research routes	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/CLAIM_INDEX_SNAPSHOT.md	Generated index/baseline or validator, not a mathematical owner; the active equation atlas is already declared retired and is only historical input. Preserve snapshot/source revision coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/CLAIM_INDEX_SNAPSHOT.md wherever testimony depends on it.
archive/tooling/README.md	19	1	historical duplicate	tools/README.md; docs/REPOSITORY.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/README.md	Retired-tool inventory, no unique receipt/law. Current tools/README.md carries opt-in/no-blanket-gate policy and docs/REPOSITORY.md maps remaining archived tools. One current inbound consumer is tools/README.md:10; replace that link with 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/README.md.
archive/tooling/baselines/SOURCE_SHAPE_BASELINE.tsv	448	0	historical duplicate	docs/REPOSITORY.md; research/papers/source/mathematics/README.md; current research routes	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/baselines/SOURCE_SHAPE_BASELINE.tsv	Generated index/baseline or validator, not a mathematical owner; the active equation atlas is already declared retired and is only historical input. Preserve snapshot/source revision coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/baselines/SOURCE_SHAPE_BASELINE.tsv wherever testimony depends on it.
archive/tooling/build_m0_source_fixture.sh	110	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/build_m0_source_fixture.sh	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/build_m0_source_fixture.sh; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/claim_index.py	430	1	unique source fixture	crates/holonic-life/examples/the_code_material_returns_its_world_line.rs; docs/REPOSITORY.md	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/claim_index.py	Current life example includes this exact source in PYTHON_FAMILY and reads its bytes as material; it is not executing the tool. Move the fixture into the example’s committed fixture/source family and update the path before fold, or pin 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/claim_index.py as the source coordinate. Other behavior of the claim index is retired.
archive/tooling/document_law.py	362	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/document_law.py	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/document_law.py; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/epistemic_tags.py	96	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/epistemic_tags.py	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/epistemic_tags.py; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/equation_atlas.py	217	0	historical duplicate	docs/REPOSITORY.md; research/papers/source/mathematics/README.md; current research routes	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/equation_atlas.py	Generated index/baseline or validator, not a mathematical owner; the active equation atlas is already declared retired and is only historical input. Preserve snapshot/source revision coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/equation_atlas.py wherever testimony depends on it.
archive/tooling/gates.sh	452	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/gates.sh	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/gates.sh; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/Cargo.toml	8	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/Cargo.toml	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/Cargo.toml; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/README.md	22	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/README.md	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/README.md; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/allocations.tsv	297	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/allocations.tsv	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/allocations.tsv; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/src/lib.rs	353	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/lib.rs	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/lib.rs; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/src/main.rs	108	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/main.rs	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/main.rs; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/src/model.rs	110	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/model.rs	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/model.rs; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/src/render.rs	319	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/render.rs	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/render.rs; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/src/scan.rs	1215	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/scan.rs	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/scan.rs; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/src/sha256.rs	165	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/sha256.rs	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/sha256.rs; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/record-index/src/tests.rs	195	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/tests.rs	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/record-index/src/tests.rs; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/source_shape.py	151	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/source_shape.py	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/source_shape.py; current owner is the actual source/research guide, not a regenerated blanket index.
archive/tooling/tracked_authority.py	89	0	historical duplicate	tools/README.md; docs/REPOSITORY.md; relevant source README	0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/tracked_authority.py	Retired navigation/validation utility; no current source call found for this file (claim_index.py is separately retained as a source fixture). Citation replacement: 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/tracked_authority.py; current owner is the actual source/research guide, not a regenerated blanket index.

# Subtree summary
# archive/equation-atlas: 5 files, 3 DOCS_R0 inbound sources on README/equations; source data/schema are retained inputs, and two live Rust examples consume the data. Do not fold this subtree before those consumers are migrated.
# archive/experiments: 10 files, 5 DOCS_R0 inbound sources, all on tied-next-arrival README. Two experiments preserve separate scopes: additive equalization is a rejected inference with a unique measured JSON receipt; tied-next-arrival is a withdrawn foundation draft whose patch/source are distinct reconstruction fixtures.
# archive/implementations: 25 files, 14 inbound sources across seven cited paths. Byte-field cultivation is a superseded source snapshot pinned at e2e4bebb; fitted-wave adapter retains a withdrawn patch/snapshots and record-scoped measurement. These are historical fixtures, not current executable APIs.
# archive/operations: 7 files, 9 inbound sources across six files. They are pre-consolidation guides; the experiment-reading snapshot has unique 179-instrument audit evidence. The 84/336 GQA correction is repeated in the deposited-map research record.
# archive/tooling: 21 files, 2 inbound sources across README and claim_index.py. claim_index.py is consumed as literal input data by a current life example, so move that source fixture or preserve its pinned coordinate; other validators/indexes are retired.
# First safe file-level fold candidate: archive/tooling/README.md (19 lines; immutable source 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/README.md). It contains only the retired tooling map, with no distinct measurement or mathematical law. Exact consumer edit: in tools/README.md:10 replace [archive/tooling](../archive/tooling/README.md) with a reference to docs/REPOSITORY.md for current archived-tool paths and the immutable source coordinate 0e860129d1c8cece4295efa0c2695a003e87d0ee:archive/tooling/README.md for historical inventory. `docs/REPOSITORY.md` already gives the retired record-index, baseline and claim-index mapping, and tools/README.md already states the no-blanket-gate policy; no other consumer of the README itself was found. This folds only the README, not archive/tooling/claim_index.py, which remains a source fixture.
# Snapshot scope: DOCS_R0.tsv was built at d17910d36ec72954c756f35a9dae4288542eae50; these 68 archive file rows have 33 inbound sources across 18 paths. The immutable revision coordinate in each row is the main checkout HEAD used for this audit (0e860129d1c8cece4295efa0c2695a003e87d0ee), with source history references retained where they are more specific.
