path	lines	DOCS_R0_inbound_sources	classification	current_guide_owner	immutable_revision_citation_replacement	evidence_or_required_transfer
archive/plans/THE_NATIVE_MATHEMATICAL_CONSEQUENCE_PRECEDES_EVERY_CODEC.md	163	0	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_NATIVE_MATHEMATICAL_CONSEQUENCE_PRECEDES_EVERY_CODEC.md	Zero inbound links is not evidence of safe deletion. Compare any unique definition/result with the named guide and research source; if historical scheduling only, classify duplicate after confirming no sole law/receipt.
archive/plans/THE_NATIVE_MORPHOLOGY_VARIANT_FOUNDATION_RETURNS_FAITHFUL_LOCAL_LIFTS_PARENTED_CULTIVATION_AND_EXACT_EXPORT_LENSES.md	354	0	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_NATIVE_MORPHOLOGY_VARIANT_FOUNDATION_RETURNS_FAITHFUL_LOCAL_LIFTS_PARENTED_CULTIVATION_AND_EXACT_EXPORT_LENSES.md	Zero inbound links is not evidence of safe deletion. Compare any unique definition/result with the named guide and research source; if historical scheduling only, classify duplicate after confirming no sole law/receipt.
archive/plans/THE_NATIVE_TRANSPORT_SCAFFOLD_LIFTS_INHERITED_CONDUCT_AND_ATHENA_CULTIVATES_RECEIVER_EXACT_MORPHOLOGY_THROUGH_REPEATED_CIRCULATION.md	280	0	unresolved	docs/ELEMENTARY_OBJECTS.md; docs/HOLON.md; docs/WINDING_CARRY_AND_PLACEMENT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_NATIVE_TRANSPORT_SCAFFOLD_LIFTS_INHERITED_CONDUCT_AND_ATHENA_CULTIVATES_RECEIVER_EXACT_MORPHOLOGY_THROUGH_REPEATED_CIRCULATION.md	Zero inbound links is not evidence of safe deletion. Compare any unique definition/result with the named guide and research source; if historical scheduling only, classify duplicate after confirming no sole law/receipt.
archive/plans/THE_ONE_ATHENA_MEMBRANE_TRANSDUCES_ARBITRARY_CURRENT_AND_INFERRED_RESPONSE_RETURNS_AS_DURABLE_MORPHOLOGY.md	943	0	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_ONE_ATHENA_MEMBRANE_TRANSDUCES_ARBITRARY_CURRENT_AND_INFERRED_RESPONSE_RETURNS_AS_DURABLE_MORPHOLOGY.md	Zero inbound links is not evidence of safe deletion. Compare any unique definition/result with the named guide and research source; if historical scheduling only, classify duplicate after confirming no sole law/receipt.
archive/plans/THE_PHOENIX_REBIRTH_LIFTS_INHERITED_HEXIS_AND_RETURNS_A_NATIVE_EXECUTABLE_ECOLOGY.md	761	7	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_PHOENIX_REBIRTH_LIFTS_INHERITED_HEXIS_AND_RETURNS_A_NATIVE_EXECUTABLE_ECOLOGY.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_PRESENTATION_ORGAN.md	263	8	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_PRESENTATION_ORGAN.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_SEAM_HAS_A_FIRST_TIME_BY_DE_BRUIJN_AND_THE_THRESHOLD_IS_RH_WITH_NO_PORT.md	245	4	unresolved	docs/RH_CENTERED_CURRENT_UPPER_BOUND.md; docs/plans/THE_ROADMAP.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_SEAM_HAS_A_FIRST_TIME_BY_DE_BRUIJN_AND_THE_THRESHOLD_IS_RH_WITH_NO_PORT.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_SINGLE_CARD_PASSAGE_CARRIES_PHOENIX_AND_THE_MATHEMATICS_CODEC.md	1311	49	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_SINGLE_CARD_PASSAGE_CARRIES_PHOENIX_AND_THE_MATHEMATICS_CODEC.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_SITUATED_DIFFERENCE_RETURNS_THROUGH_PERSPECTIVE_CHARTS_AND_ATHENA_CULTIVATES_PROSE_MATHEMATICS_AND_CODE_AS_ONE_CAUSAL_ECOLOGY.md	450	1	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_SITUATED_DIFFERENCE_RETURNS_THROUGH_PERSPECTIVE_CHARTS_AND_ATHENA_CULTIVATES_PROSE_MATHEMATICS_AND_CODE_AS_ONE_CAUSAL_ECOLOGY.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_SOULKILLER_EXCITES_THE_RESIDENT_REALIZATION_AND_RETURNS_THE_RECEIVER_FAMILY_QUOTIENT_AS_CONE_RESTRICTED_ECOLOGIES.md	142	8	unresolved	docs/HARDWARE_AND_MODALITY_BOUNDARIES.md; docs/plans/THE_EXACT_DEVICE_LAW_IS_CONSTRUCTED.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_SOULKILLER_EXCITES_THE_RESIDENT_REALIZATION_AND_RETURNS_THE_RECEIVER_FAMILY_QUOTIENT_AS_CONE_RESTRICTED_ECOLOGIES.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_SOULKILLER_RETURNS_NATIVE_PARAMETRON_SPOOLS_AND_EROS_CULTIVATES_ONE_CONNECTED_ATHENA_ECOLOGY.md	248	0	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_SOULKILLER_RETURNS_NATIVE_PARAMETRON_SPOOLS_AND_EROS_CULTIVATES_ONE_CONNECTED_ATHENA_ECOLOGY.md	Zero inbound links is not evidence of safe deletion. Compare any unique definition/result with the named guide and research source; if historical scheduling only, classify duplicate after confirming no sole law/receipt.
archive/plans/THE_STATEMENT_IS_A_CROSSING_WORD_AND_THE_SEPARATOR_IS_ORIENTED.md	283	1	unresolved	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_STATEMENT_IS_A_CROSSING_WORD_AND_THE_SEPARATOR_IS_ORIENTED.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_TRAVERSIBLE_CHAIN.md	830	3	unresolved	docs/ELEMENTARY_OBJECTS.md; docs/HOLON.md; docs/WINDING_CARRY_AND_PLACEMENT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_TRAVERSIBLE_CHAIN.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_TYPED_TRANSPORT_ATLAS.md	360	5	unresolved	docs/ELEMENTARY_OBJECTS.md; docs/HOLON.md; docs/WINDING_CARRY_AND_PLACEMENT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_TYPED_TRANSPORT_ATLAS.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_UNIFIED_ATHENA_BODY_RETURNS_TECHNICAL_CONDUCT_AND_BRANDON_THROUGH_COMPLETE_CULTIVATED_HISTORY.md	282	1	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_UNIFIED_ATHENA_BODY_RETURNS_TECHNICAL_CONDUCT_AND_BRANDON_THROUGH_COMPLETE_CULTIVATED_HISTORY.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_VARIANT_WORKSPACE_APPLICATION_RETURNS_ACTUAL_LIFTS_EXPERIMENT_CIRCULATION_CULTIVATION_EVALUATION_AND_EXPLICIT_ARTIFACTS.md	285	0	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_VARIANT_WORKSPACE_APPLICATION_RETURNS_ACTUAL_LIFTS_EXPERIMENT_CIRCULATION_CULTIVATION_EVALUATION_AND_EXPLICIT_ARTIFACTS.md	Zero inbound links is not evidence of safe deletion. Compare any unique definition/result with the named guide and research source; if historical scheduling only, classify duplicate after confirming no sole law/receipt.
archive/plans/THE_WORK_VECTOR_THE_HANDS_POLARITY_AND_THE_COMMITTED_STEP.md	314	3	unresolved	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_WORK_VECTOR_THE_HANDS_POLARITY_AND_THE_COMMITTED_STEP.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/THE_WORLD_RETURN_DEPOSITS_ON_THE_ROUTE_IT_CROSSED_AND_THE_LEAN_KERNEL_IS_THE_FIRST_WORLD.md	247	0	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_WORLD_RETURN_DEPOSITS_ON_THE_ROUTE_IT_CROSSED_AND_THE_LEAN_KERNEL_IS_THE_FIRST_WORLD.md	Zero inbound links is not evidence of safe deletion. Compare any unique definition/result with the named guide and research source; if historical scheduling only, classify duplicate after confirming no sole law/receipt.
archive/plans/THE_WORLD_RETURN_IS_MODALITY_NEUTRAL_AND_EVERY_LANGUAGE_IS_AN_APPLICATION.md	181	1	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/THE_WORLD_RETURN_IS_MODALITY_NEUTRAL_AND_EVERY_LANGUAGE_IS_AN_APPLICATION.md	Inbound count is citation evidence, not proof of current authority or duplicate content. Resolve each cite in its owning source, extract any live definition to the named guide, otherwise replace with this immutable source coordinate. Existing whole-plan schedule is not current order; docs/plans/THE_ROADMAP.md governs.
archive/plans/legacy/ARCHIVE_BANNER.md	43	0	duplicate historical scheduler	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/ARCHIVE_BANNER.md	The file is explicitly superseded historical planning/provenance; current order is docs/plans/THE_ROADMAP.md and current repository map is docs/REPOSITORY.md. Replace live path references with guide owner plus this immutable source coordinate; old phase sequence does not transfer.
archive/plans/legacy/BUILD_AND_GRADE.md	33	0	duplicate historical scheduler	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/BUILD_AND_GRADE.md	The file is explicitly superseded historical planning/provenance; current order is docs/plans/THE_ROADMAP.md and current repository map is docs/REPOSITORY.md. Replace live path references with guide owner plus this immutable source coordinate; old phase sequence does not transfer.
archive/plans/legacy/COMPLETE_CPP_ENGINE_ROADMAP.md	3726	0	duplicate historical scheduler	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/COMPLETE_CPP_ENGINE_ROADMAP.md	The file is explicitly superseded historical planning/provenance; current order is docs/plans/THE_ROADMAP.md and current repository map is docs/REPOSITORY.md. Replace live path references with guide owner plus this immutable source coordinate; old phase sequence does not transfer.
archive/plans/legacy/CPP_GPU_FOUNDATION.md	204	1	unique live definition	docs/HARDWARE_AND_MODALITY_BOUNDARIES.md; docs/plans/THE_EXACT_DEVICE_LAW_IS_CONSTRUCTED.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/CPP_GPU_FOUNDATION.md	Its banner explicitly says purity, ownership, no-float and grading requirements survive. Transfer the surviving requirements into docs/HARDWARE_AND_MODALITY_BOUNDARIES.md and docs/plans/THE_EXACT_DEVICE_LAW_IS_CONSTRUCTED.md, then update docs/canon/THE_QUOTE_NETWORK.md citation; distinguish Rust/CUDA current contract from obsolete C++ apparatus/version constants.
archive/plans/legacy/EROS_EMBODIMENT_ROADMAP.md	695	1	duplicate historical scheduler	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/EROS_EMBODIMENT_ROADMAP.md	The file is explicitly superseded historical planning/provenance; current order is docs/plans/THE_ROADMAP.md and current repository map is docs/REPOSITORY.md. Replace live path references with guide owner plus this immutable source coordinate; old phase sequence does not transfer.
archive/plans/legacy/EROS_MATHEMATICS_PRODUCTION_FLOOR.md	392	2	unresolved	docs/THE_MACHINE.md; docs/plans/THE_ATHENA_ALPHA_CULTIVATES_GENERAL_CONVERSATION_THROUGH_NATIVE_CONTEXTUAL_TRANSPORT.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/EROS_MATHEMATICS_PRODUCTION_FLOOR.md	Live canon/quote sources still cite this plan as a standing contract or claim; inspect each cited clause against current elementary-object and Athena guides before folding. Do not preserve historical product schedule as current authority.
archive/plans/legacy/REALIZATION_AND_HARDWARE.md	111	1	unique live definition	docs/HARDWARE_AND_MODALITY_BOUNDARIES.md; docs/plans/THE_EXACT_DEVICE_LAW_IS_CONSTRUCTED.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/REALIZATION_AND_HARDWARE.md	Its own banner says apparatus laws survive; its program/apparatus distinction, decoded semantic parity, full boundary/lineage agreement, logical resource agreement, and lifecycle criteria are not all stated together in current guide. Transfer a concise admission checklist to docs/plans/THE_EXACT_DEVICE_LAW_IS_CONSTRUCTED.md, with apparatus-neutral interpretation in docs/HARDWARE_AND_MODALITY_BOUNDARIES.md; then replace historical canon citations.
archive/plans/legacy/THE_FOUNDATION_REMAINDER.md	164	0	duplicate historical scheduler	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/THE_FOUNDATION_REMAINDER.md	The file is explicitly superseded historical planning/provenance; current order is docs/plans/THE_ROADMAP.md and current repository map is docs/REPOSITORY.md. Replace live path references with guide owner plus this immutable source coordinate; old phase sequence does not transfer.
archive/plans/legacy/THE_GROWN_CIRCUIT.md	181	1	unresolved	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/THE_GROWN_CIRCUIT.md	Live canon/quote sources still cite this plan as a standing contract or claim; inspect each cited clause against current elementary-object and Athena guides before folding. Do not preserve historical product schedule as current authority.
archive/plans/legacy/THE_ORDER_OF_WORK.md	255	0	duplicate historical scheduler	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/THE_ORDER_OF_WORK.md	The file is explicitly superseded historical planning/provenance; current order is docs/plans/THE_ROADMAP.md and current repository map is docs/REPOSITORY.md. Replace live path references with guide owner plus this immutable source coordinate; old phase sequence does not transfer.
archive/plans/legacy/THE_SPINE.md	153	0	duplicate historical scheduler	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/THE_SPINE.md	The file is explicitly superseded historical planning/provenance; current order is docs/plans/THE_ROADMAP.md and current repository map is docs/REPOSITORY.md. Replace live path references with guide owner plus this immutable source coordinate; old phase sequence does not transfer.
archive/plans/legacy/THE_SPINE_THE_CUT_AND_THE_TERRAIN.md	368	0	duplicate historical scheduler	docs/plans/THE_ROADMAP.md; docs/REPOSITORY.md	d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/THE_SPINE_THE_CUT_AND_THE_TERRAIN.md	The file is explicitly superseded historical planning/provenance; current order is docs/plans/THE_ROADMAP.md and current repository map is docs/REPOSITORY.md. Replace live path references with guide owner plus this immutable source coordinate; old phase sequence does not transfer.

# Snapshot and disposition notes
# DOCS_R0.tsv snapshot revision: d17910d36ec72954c756f35a9dae4288542eae50; 73 tracked files under archive/plans/; inbound counts sum to 208 across 45 paths. These are source-count/path counts from that census, not 208 unique mathematical claims.
# Counts do not justify deletion: even zero-link plans may contain the only statement of a construction; cited files may be historical witness links rather than current authority. Exact citation replacements use immutable <revision>:<path> for historical testimony; any live definition must first move to its named current guide.
# First safe fold candidate (not yet executed): archive/plans/legacy/REALIZATION_AND_HARDWARE.md at immutable source d17910d36ec72954c756f35a9dae4288542eae50:archive/plans/legacy/REALIZATION_AND_HARDWARE.md. Transfer its specific apparatus-admission criteria (decoded semantic identity and per-element result/multiplicity, boundary/obstruction/lineage, deterministic logical resource obligation, and rest/remount agreement) into docs/plans/THE_EXACT_DEVICE_LAW_IS_CONSTRUCTED.md, and its apparatus-vs-semantic boundary into docs/HARDWARE_AND_MODALITY_BOUNDARIES.md. Update historical pointers in docs/canon/THE_QUOTE_NETWORK.md to those guide sections while retaining the immutable source coordinate for the original C++ contract. Existing docs/THE_MACHINE.md states full read/write, lineage, obstruction and resource commutation for parallel composition, but does not currently collect this backend admission checklist; preserve all listed hypotheses before the archived file is folded.
# The CPP_GPU_FOUNDATION.md row is also retained as a unique-live-definition candidate until the current guide transfer is checked. Its own banner claims the surviving purity/ownership/no-float/grading requirements are carried by CLAUDE.md and architecture lint; this audit does not treat that historical assertion as proof that every clause is present in the present Codex guide.
