# Every numeric level authored inside a library organ, with its disposition.
#
# THE LAW: a level is either read off the material or declared by the caller. It is never
# authored inside the organ. See canon/THE_AUTHORED_LEVEL.md.
#
# MATERIAL  a fact that cannot vary; `why` names the theorem.
# ABI       hardware, wire format, or foreign interface.
# APERTURE  declared, returns its outside, and `why` states what would derive it.
# PIN       a contaminant; `why` carries the excision plan.
#
# Regenerate: python3 tools/authored_levels.py --write
# Verify:     python3 tools/authored_levels.py --check
disposition	owner	name	value	why
ABI	soma/abi/src/morphological_condition_cuda.rs	SUFFIX_TRANSITION_SYMBOL	1	wire-format index or status tag at the declared foreign boundary; `soma/abi` is the ABI. Each integer names a word position or state. All chart populations and capacities are read from the crossing material per launch, so none of these values governs semantic depth or extent.
ABI	soma/abi/src/morphological_condition_cuda.rs	SUFFIX_TRANSITION_TARGET	2	wire-format index or status tag at the declared foreign boundary; `soma/abi` is the ABI. Each integer names a word position or state. All chart populations and capacities are read from the crossing material per launch, so none of these values governs semantic depth or extent.
ABI	soma/abi/src/material_shadow_cuda.rs	INPUT_EXTENT	1	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/material_shadow_cuda.rs	OUTPUT_SUMMARY_AT	2	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/material_shadow_cuda.rs	OUTPUT_STATUS	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/material_shadow_cuda.rs	STATUS_COMPLETE	1	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/material_shadow_cuda.rs	STATUS_INVALID	2	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/material_shadow_cuda.rs	STATUS_UNWRITTEN	0	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/morphological_conduct_cuda.rs	CANDIDATE_ACTIVE_DEPOSITS	5	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CANDIDATE_EPOCH	1	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CANDIDATE_FACE	0	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CANDIDATE_KEY_ROWS	4	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CANDIDATE_MATCH_AT	6	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CANDIDATE_ORDINAL	2	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CANDIDATE_OUTPUT_FACE	3	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CANDIDATE_STATUS	0	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CONTROL_CANDIDATES	2	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CONTROL_DEPOSITS	3	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CONTROL_EPOCH	1	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CONTROL_KEY_ROWS	4	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	CONTROL_MAX_CANDIDATE_KEYS	6	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	DEPOSIT_ACTIVE	0	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	DEPOSIT_KEY_AT	1	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	KEY_ROW_CANDIDATE	0	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	KEY_ROW_KEY_AT	1	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_ACTIVE_DEPOSITS	6	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_CANDIDATES	3	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_CANDIDATE_ROWS_AT	9	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_DEPOSITS	4	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_EPOCH	2	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_INVALID_KEY_ROW	11	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_KEY_ROWS	5	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_MAX_CANDIDATE_KEYS	7	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_REFUSAL_CAUSE	12	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_REFUSAL_DECLARED	13	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_REFUSAL_FOUND	14	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	OUTPUT_STATUS	0	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_ACTIVE_DEPOSIT_OVERFLOW	23	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_CANDIDATE_FACE_OPEN	22	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_CANDIDATE_SHEET_EXTENT	16	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_CONTROL_EPOCH_ZERO	3	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_CONTROL_EXTENT	1	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_DEPOSIT_ACTIVITY_WORD	20	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_DEPOSIT_SHEET_EXTENT	17	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_DEPOSIT_SHEET_UNSORTED	21	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_EXTENT_OVERFLOW	7	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_KEY_ROW_SHEET_EXTENT	18	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_KEY_WORDS_ZERO	5	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_MAX_CANDIDATE_KEYS	6	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_NONE	0	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	REFUSAL_OUTPUT_SHEET_EXTENT	19	wire-format index, discriminant, status tag or refusal ordinal at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position, a state, or which shape agreement the card declined on, and a different value asks a different question of the same sheet; every width this layout depends on -- key words, deposit rows, key rows, the returned match width -- is derived per launch from the material by `control()` and appears in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	STATUS_COMPLETE	1	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	STATUS_INCOMPLETE	0	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/morphological_conduct_cuda.rs	STATUS_INVALID	2	wire-format index, discriminant or status tag at the declared foreign boundary; `soma/abi` IS the ABI. Each integer NAMES a word position or a state and a different value asks a different question of the same sheet; the widths this layout actually depends on -- key words, deposit rows, key rows, the returned match width -- are all derived per launch from the material by `control()` and appear in no constant.
ABI	soma/abi/src/register.rs	LANE_CAPACITY_CELLS	7	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/register.rs	LANE_CARRIER_WORD_BASE	8	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/register.rs	LANE_FRAME_CURRENT	3	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/register.rs	LANE_FRAME_PREVIOUS	2	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/register.rs	LANE_OWN_WORD_BASE	6	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/register.rs	LANE_RAW_COUNT	1	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/register.rs	STATUS_KIND	0	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/register.rs	STATUS_NEW_AXIS	2	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/register.rs	STATUS_OLD_AXIS	1	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	EVALUATE_COORDINATES	2	wire-format coordinate population at the declared GPU boundary; `soma/abi` is the ABI and the integer names the two axes carried by this exact bi-affine law family
ABI	soma/abi/src/recurrent_law_cuda.rs	EVALUATE_OUTPUT_STATUS	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	EVALUATE_OUTPUT_VALUE_AT	2	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	FOLD_INPUT_LAW_AT	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	FOLD_OUTPUT_STATUS	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	FOLD_OUTPUT_TRACE_EXTENT	3	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	FOLD_OUTPUT_VALUE_AT	4	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	FOUND_OUTPUT_LAW_AT	2	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	FOUND_OUTPUT_STATUS	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	FOUND_VALUES	8	wire-format width of the declared rectangular intervention face at the GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	LAW_VALUES	8	wire-format width of the declared bi-affine Newton law at the GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	STATUS_COMPLETE	1	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	STATUS_INVALID	2	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	STATUS_OUTSIDE_LATTICE	4	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	STATUS_OVERFLOW	3	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/recurrent_law_cuda.rs	STATUS_UNWRITTEN	0	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	CONTROL_EPOCH	1	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	CONTROL_OCCURRENCES	3	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	CONTROL_OCCURRENCE_ROWS_AT	11	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	CONTROL_RELATIONS	4	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	CONTROL_TARGETS	2	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	CONTROL_TARGET_ROWS_AT	9	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OCCURRENCE_EPOCH	1	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OCCURRENCE_FOUNDED_TARGETS	4	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OCCURRENCE_ORDINAL	2	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OCCURRENCE_STATUS	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OCCURRENCE_WITHDRAWN_TARGETS	3	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OUTPUT_EPOCH	2	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OUTPUT_INVALID_RELATION	12	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OUTPUT_OCCURRENCES	4	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OUTPUT_OCCURRENCE_ROWS_AT	10	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OUTPUT_RELATIONS	5	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OUTPUT_STATUS	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OUTPUT_TARGETS	3	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	OUTPUT_TARGET_ROWS_AT	8	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	RELATION_OCCURRENCE	1	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	RELATION_STANDS_AFTER	3	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	RELATION_STOOD_BEFORE	2	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	RELATION_TARGET	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	STATUS_COMPLETE	1	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	STATUS_INCOMPLETE	0	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	STATUS_INVALID	2	wire-format status discriminant at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	TARGET_EPOCH	1	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	TARGET_FOUNDED	4	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	TARGET_ORDINAL	2	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	TARGET_STATUS	0	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	TARGET_WITHDRAWN	3	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/returned_contact_cuda.rs	TARGET_WITHDRAWN_MASK_AT	5	wire-format position at the declared GPU boundary; `soma/abi` is the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	APERTURE	2	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	EPOCH	1	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	FEATURE_CURSORS_AT	9	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	FEATURE_NODE_NEXT	1	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	FEATURE_NODE_SECTION	0	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	LEADER_FEATURES	3	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	LEADER_FEATURES_AT	7	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	QUERY_TRANSPORTS	4	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
